Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
28-MAR-2024,34862.6,35203.25,34786.65,34898.15,35071590,6288.98
27-MAR-2024,35057.4,35121.55,34693.6,34744.35,22350652,3567.37
26-MAR-2024,35003.1,35400.15,34938,34969.1,29106956,4734.57
22-MAR-2024,35256.6,35419.25,34701.75,35188.4,48826144,8475.18
21-MAR-2024,36039.2,36296.35,35816.8,36026.8,26609425,5098.93
20-MAR-2024,35875.6,36115.2,35697.85,35748.9,15033269,2722.98
19-MAR-2024,36562,36573.05,35783.4,35814.65,25686606,6386.67
18-MAR-2024,37458.85,37522.85,36746.6,36886.05,14270748,3400.61
15-MAR-2024,37524.35,37592.05,37264.9,37500.7,30323251,5684.82
14-MAR-2024,36901.9,37723.35,36607.65,37679.6,26011601,4845.33
13-MAR-2024,37320.8,37556.6,36689.1,36946.45,21772997,4067.41
12-MAR-2024,36991.5,37568.95,36981.7,37224.25,20585390,4243.62
11-MAR-2024,37082,37203.85,36820.35,36988.3,20990399,3955.04
07-MAR-2024,37057.95,37318.95,36838.35,37099.9,20519523,3881.66
06-MAR-2024,36627.65,37050.15,36134,37001.8,20098500,3686.11
05-MAR-2024,37180.05,37202.3,36613.1,36720.75,18131793,3330.77
04-MAR-2024,37634.25,37733.25,37279.45,37314.8,14489617,3107.15
01-MAR-2024,37823.7,37888.85,37462.85,37516.05,18800716,3686.96
29-FEB-2024,37616.2,37896.05,37414.95,37720.4,26378415,5002.48
28-FEB-2024,37926.65,38138.35,37594.5,37741.75,14799770,2511.43
27-FEB-2024,37606.7,37929.3,37606.7,37870.25,17917209,3416.36
26-FEB-2024,37991.9,38005.85,37384.9,37598.65,14505060,3284.97
23-FEB-2024,38487.5,38490.45,37980.1,38045.65,22926945,3709.27
22-FEB-2024,37535.75,38192.1,37395.35,38130.15,23917564,4324.67
21-FEB-2024,37938.85,38001.45,37302.6,37405.9,18939297,3331.09
20-FEB-2024,38190.75,38347.9,37780.2,38029.7,15684960,2704.21
19-FEB-2024,38526.95,38559.85,38042.65,38363.15,17687856,2627.05
16-FEB-2024,38211.55,38516.55,38131.85,38477.05,29458754,3772.13
15-FEB-2024,38053.3,38270.45,37735.6,37999.55,19193939,3022.94
14-FEB-2024,37724.75,37844.7,37200.05,37775.4,22949601,3309.08
13-FEB-2024,38070.4,38258.5,37605.3,38204,20462096,2825.48
12-FEB-2024,37770,38285.35,37770,37998,38322893,4972.46
09-FEB-2024,37891.5,38082.05,37443.75,37699.25,16093101,3023.27
08-FEB-2024,37893.45,38101.5,37625.75,37851.6,20865415,3678.53
07-FEB-2024,38345.4,38373.45,37734.55,37767.75,17749710,3252.94
06-FEB-2024,37267.15,38286,37161.6,38246.3,36882082,6269.58
05-FEB-2024,37441,37574.45,37097.95,37162.15,15430785,2865.2
02-FEB-2024,36730.15,37663.95,36729.95,37323.25,26859773,4976.27
01-FEB-2024,36632.5,36951.4,36451.15,36534.55,18718023,3546.55
31-JAN-2024,36373.95,36704.5,36228.85,36638.4,25117373,4659.14
30-JAN-2024,36682.1,37022.9,36321.1,36381.95,19523683,3748.14
29-JAN-2024,36553.8,36653.25,36351.5,36531.9,18309101,3617.42
25-JAN-2024,36938.6,36938.6,36354.1,36496.2,30826693,5344.18
24-JAN-2024,36761.6,37174.2,36435.3,37090.15,23570462,4550.63
23-JAN-2024,36958.3,37383.45,36424.9,36521.35,31151729,6097.1
20-JAN-2024,37259.8,37310.65,36643.7,36697.5,10653354,1460.48
19-JAN-2024,37065,37263.95,36831.35,37069.25,24371607,4557.06
18-JAN-2024,36784.35,36826.45,36136.4,36730.5,34235335,6264.49
17-JAN-2024,36299.6,37107.2,36289.3,36960.4,35576084,5811.43
16-JAN-2024,37132.4,37132.4,36600.45,36727.1,28835598,3946.31
15-JAN-2024,37538.45,37929.3,37109.35,37201.95,99246973,10636.61
12-JAN-2024,35673,36581.1,35659.55,36521.7,67145819,11716.84
11-JAN-2024,34978.3,35104.95,34665.1,34735.25,21928232,3750.79
10-JAN-2024,34693,34941,34546.95,34834.35,16291250,2674.57
09-JAN-2024,34926.65,35139.35,34608.45,34662.45,18703812,2952.13
08-JAN-2024,34876.65,34881.8,34419.75,34514.65,15045046,2333.53
05-JAN-2024,34469.7,34991.55,34459.45,34851.7,24561089,3881.91
04-JAN-2024,34552.95,34800.35,34236.6,34409.4,26946973,4630.83
03-JAN-2024,35039.05,35076.95,34367.75,34395.45,24861533,3676.31
02-JAN-2024,35668.05,35701.8,35106.15,35283.1,18439234,2895.14
01-JAN-2024,35496.4,35890.75,35353.85,35695.9,17623657,2074.6
29-DEC-2023,35559.4,35781.1,35395.05,35515,18044431,2770.83
28-DEC-2023,35812,35850.4,35614.8,35691.6,21678647,3375.15
27-DEC-2023,35557.3,35814.7,35447.1,35741,22864198,3044.49
26-DEC-2023,35421.15,35682.65,35185.45,35493.4,40071663,4012.38
22-DEC-2023,34974.65,35770.45,34740.15,35637.8,39173458,4960.05
21-DEC-2023,34406.8,35020,34394.55,34846.05,19948751,3351.93
20-DEC-2023,35492.8,35928.5,34621,34741,32449410,5115.68
19-DEC-2023,35728.4,35762.1,35091.95,35345,20560813,3416.16
18-DEC-2023,35707.3,36132,35487.95,35685.55,27593056,4602.38
15-DEC-2023,34427.55,35947.6,34427.55,35782.45,67549074,12469.99
14-DEC-2023,33451.95,34308.55,33419.1,34223.35,43972461,7568.37
13-DEC-2023,33466.3,33497.45,32715.65,33066.65,23528414,4135.4
12-DEC-2023,33484.8,33799.8,33358,33493.9,19739960,3352.46
11-DEC-2023,33424,33615.7,33332.5,33514.25,16299542,2727
08-DEC-2023,33098.65,33452.4,33012.7,33392.9,25718273,4280.04
07-DEC-2023,33053.65,33111.65,32891.75,32961.6,16759090,2734.25
06-DEC-2023,32560.15,33073.05,32529.3,33022.6,25298893,3605.82
05-DEC-2023,32754,32755.2,32252.45,32479.15,18997780,2881.86
04-DEC-2023,32888.2,32888.2,32522.45,32665.55,16847469,2606.96
01-DEC-2023,32729.8,32729.8,32478.75,32598.7,13434173,1966.91
30-NOV-2023,32569.8,32701.65,32455.3,32582.2,39485165,9405.23
29-NOV-2023,32258.5,32633,32248.35,32608.4,18809278,2861.66
28-NOV-2023,32115.85,32187.95,31807.85,32118.45,14291599,2474.66
24-NOV-2023,32341,32420.45,32010,32055.15,11833523,2168.63
23-NOV-2023,32657.15,32688,32334.5,32370.65,14217724,2611.12
22-NOV-2023,32298,32583.45,32262.15,32564.4,11078540,2089.79
21-NOV-2023,32507.75,32587.15,32300.05,32325.7,12383952,2365.67
20-NOV-2023,32202.3,32600.35,32198.1,32383.2,15288580,2743.26
17-NOV-2023,32288.9,32405.85,32134.65,32191.3,16422338,2871.37
16-NOV-2023,31555.1,32453.65,31431.5,32273.35,26936523,4845.89
15-NOV-2023,31095.8,31472.5,30987.75,31429.35,24328330,4095.44
13-NOV-2023,30793.65,30810.35,30572.95,30635.85,8906770,1629.27
12-NOV-2023,30852.15,30911.65,30820.95,30861,2066938,246.37
