"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Mar-2024","EQ","933.40","939.40","925.00","929.95","930.00","929.70","932.98","1,049.00","557.10","17,29,773","1,61,38,37,277.35","50,744"
"27-Mar-2024","EQ","930.95","940.20","926.40","928.75","930.00","929.95","930.82","1,049.00","557.10","15,11,283","1,40,67,30,956.50","43,502"
"26-Mar-2024","EQ","928.70","936.75","920.15","928.70","928.50","928.75","930.33","1,049.00","557.10","17,07,716","1,58,87,36,480.50","50,560"
"22-Mar-2024","EQ","938.90","940.90","926.50","934.75","929.50","928.70","933.31","1,049.00","557.10","15,54,947","1,45,12,41,027.35","50,792"
"21-Mar-2024","EQ","913.00","943.90","910.20","901.90","933.00","934.75","931.04","1,049.00","557.10","36,88,075","3,43,37,32,729.50","1,00,109"
"20-Mar-2024","EQ","906.00","916.50","882.80","906.40","900.00","901.90","899.34","1,049.00","557.10","19,78,201","1,77,90,80,132.60","55,555"
"19-Mar-2024","EQ","918.90","918.90","900.00","918.90","904.10","906.40","907.63","1,049.00","557.10","17,37,458","1,57,69,74,592.30","51,285"
"18-Mar-2024","EQ","912.50","922.95","904.00","912.50","918.00","918.90","915.21","1,049.00","557.10","16,05,008","1,46,89,13,493.10","52,389"
"15-Mar-2024","EQ","899.00","916.15","877.05","898.75","910.30","912.50","900.07","1,049.00","557.10","33,93,550","3,05,44,30,183.75","84,366"
"14-Mar-2024","EQ","875.05","905.35","862.75","880.65","899.00","898.75","892.25","1,049.00","557.10","27,31,461","2,43,71,56,081.80","87,318"
"13-Mar-2024","EQ","925.15","931.50","869.00","920.95","881.00","880.65","895.94","1,049.00","557.10","42,44,094","3,80,24,54,628.70","1,46,434"
"12-Mar-2024","EQ","939.00","941.40","915.50","938.60","921.65","920.95","925.77","1,049.00","557.10","15,70,749","1,45,41,59,825.75","53,233"
"11-Mar-2024","EQ","937.20","961.00","931.05","937.20","938.50","938.60","947.81","1,049.00","557.10","35,87,812","3,40,05,60,904.30","1,05,018"
