Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
19-APR-2022,33108.65,33108.65,31569.35,31804.2,38787349,7308.06
18-APR-2022,33174.55,33366.15,32600.9,32780.05,57284739,9904.41
13-APR-2022,34553.1,34591,34231.8,34354.75,18513001,3150.21
12-APR-2022,34683.85,34747.75,34204.1,34379.5,26634805,4994.9
11-APR-2022,35429.65,35443.8,34832.85,34895.9,29895202,4752.26
08-APR-2022,35599.3,35679.3,35219.65,35394.45,21397187,3833.63
07-APR-2022,35744.65,35817.45,35379.2,35423.2,24678081,4121.07
06-APR-2022,36371,36371.9,35781.5,35871.5,18952949,3554.51
05-APR-2022,36534.95,36813.1,36423.5,36466.55,22088119,4047.13
04-APR-2022,36347.55,36526.75,36130.35,36442.9,18816475,3452.99
01-APR-2022,36228.25,36424.6,36039.65,36343.4,18568551,3396.54
