"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"28-Mar-2025","EQ","718.05","734.45","718.05","718.05","727.00","727.50","728.95","1,138.90","656.05","17,61,132","1,28,37,78,599.35","57,700"
"27-Mar-2025","EQ","703.65","724.85","701.90","704.45","722.55","718.05","716.23","1,138.90","656.05","72,39,201","5,18,49,51,915.65","81,982"
"26-Mar-2025","EQ","719.00","721.95","701.00","717.15","703.65","704.45","711.41","1,138.90","656.05","12,81,906","91,19,56,806.65","48,615"
"25-Mar-2025","EQ","733.00","735.20","714.15","726.95","716.00","717.15","722.81","1,138.90","656.05","14,18,108","1,02,50,21,762.80","47,137"
"24-Mar-2025","EQ","730.00","733.55","723.70","722.20","728.10","726.95","729.12","1,138.90","656.05","10,80,209","78,75,99,199.65","36,402"
"21-Mar-2025","EQ","716.70","725.70","714.00","714.85","722.90","722.20","721.85","1,138.90","656.05","18,69,067","1,34,91,77,934.65","52,856"
"20-Mar-2025","EQ","723.20","725.90","712.15","717.65","714.60","714.85","716.62","1,138.90","656.05","10,79,612","77,36,74,036.70","40,744"
"19-Mar-2025","EQ","711.00","723.00","707.40","705.90","716.00","717.65","717.46","1,138.90","656.05","11,11,899","79,77,41,690.60","37,764"
"18-Mar-2025","EQ","698.00","707.95","693.15","690.65","707.00","705.90","701.92","1,138.90","656.05","8,58,933","60,29,04,979.20","27,644"
"17-Mar-2025","EQ","689.30","696.95","687.80","689.05","690.60","690.65","692.11","1,138.90","656.05","7,17,357","49,64,89,553.40","27,731"
"13-Mar-2025","EQ","699.00","703.50","687.60","698.20","689.75","689.05","694.02","1,138.90","656.05","8,10,061","56,22,00,236.20","34,136"
"12-Mar-2025","EQ","692.00","699.15","686.10","691.15","697.55","698.20","694.10","1,138.90","656.05","6,45,844","44,82,77,121.75","30,561"
"11-Mar-2025","EQ","683.00","694.00","675.00","689.70","691.65","691.15","685.94","1,138.90","656.05","8,14,316","55,85,73,481.10","33,828"
"10-Mar-2025","EQ","703.05","708.50","687.85","700.65","688.00","689.70","695.69","1,138.90","656.05","8,45,259","58,80,41,786.65","38,318"
"07-Mar-2025","EQ","701.75","711.70","696.85","702.35","700.25","700.65","704.77","1,138.90","656.05","10,87,031","76,61,09,873.05","44,899"
"06-Mar-2025","EQ","699.70","707.10","697.00","695.15","701.00","702.35","702.93","1,138.90","656.05","8,67,497","60,97,92,337.10","31,583"
"05-Mar-2025","EQ","673.05","695.95","673.05","673.85","695.20","695.15","687.56","1,138.90","656.05","10,44,963","71,84,75,346.00","39,699"
"04-Mar-2025","EQ","674.95","681.50","662.20","676.60","672.50","673.85","673.69","1,138.90","656.05","13,20,164","88,93,77,794.75","52,742"
"03-Mar-2025","EQ","673.05","680.90","656.05","670.95","677.80","676.60","668.69","1,138.90","656.05","15,28,561","1,02,21,39,412.90","58,739"
"28-Feb-2025","EQ","689.90","691.95","661.55","694.35","674.30","670.95","671.70","1,138.90","661.55","25,21,717","1,69,38,38,764.45","77,729"
"27-Feb-2025","EQ","710.35","714.70","692.00","710.35","694.30","694.35","699.56","1,138.90","692.00","14,01,348","98,03,25,172.75","67,261"
"25-Feb-2025","EQ","716.45","724.35","705.20","720.35","708.00","710.35","715.21","1,138.90","705.20","8,90,830","63,71,26,285.15","38,404"
"24-Feb-2025","EQ","723.05","728.20","716.25","731.10","720.00","720.35","721.37","1,138.90","709.30","8,11,313","58,52,58,102.95","35,878"
"21-Feb-2025","EQ","730.35","743.90","724.50","735.50","728.85","731.10","732.31","1,138.90","709.30","10,34,460","75,75,43,444.65","43,540"
"20-Feb-2025","EQ","721.30","736.80","716.00","728.30","735.00","735.50","729.55","1,138.90","709.30","8,11,604","59,21,06,147.90","30,519"
"19-Feb-2025","EQ","717.00","732.00","711.50","719.20","726.95","728.30","726.38","1,138.90","709.30","7,85,782","57,07,74,876.15","36,444"
"18-Feb-2025","EQ","725.00","728.50","709.30","725.45","717.00","719.20","715.95","1,138.90","709.30","10,91,654","78,15,74,463.00","53,054"
