Date ,Open ,High ,Low ,Close ,Shares Traded ,Turnover (₹ Cr)
09-MAY-2024,39622.1,39742.9,38367.65,38458,122826731,5688.86
08-MAY-2024,38911.4,39918.5,38911.4,39635.1,114680188,5165.78
07-MAY-2024,39976.1,40021.35,38916.85,39035.25,126040742,6024.6
06-MAY-2024,40689.9,40736.8,39702.65,39882.1,141143560,6141.89
03-MAY-2024,40973.75,41244.55,40122.15,40571.05,198383652,9562.98
02-MAY-2024,40490.75,40971.1,40383.85,40801.1,205871870,8854.51
30-APR-2024,40537.2,40771.35,40311.35,40366.7,170573327,6832.96
29-APR-2024,40116.35,40387.3,40059.6,40352.1,116475874,4940.4
26-APR-2024,40111.2,40208.35,39902.85,39968.3,88496359,4358.82
25-APR-2024,39520.35,40059.2,39459.05,39989.25,108321013,5773.96
24-APR-2024,39585.25,39770.35,39498,39561.85,81025656,3985.04
23-APR-2024,39721.55,39853,39392.05,39446.6,83789274,4739.43
22-APR-2024,39712.25,39727.9,39458.6,39570.05,119031102,5426.39
19-APR-2024,38987.55,39501.9,38726.85,39357.85,138339485,6554.58
18-APR-2024,40094.95,40275.55,39244.5,39359.55,193433267,8882.13
16-APR-2024,39426.7,39900.2,39298.25,39712.75,154687788,6137.34
15-APR-2024,39232.9,40017,38876.9,39629.25,193761091,8023.61
12-APR-2024,40058.6,40437.75,39714.3,39756,147038914,7165.87
10-APR-2024,39785.7,40248.3,39785.7,40120.1,109972890,5121.82
09-APR-2024,40065.8,40092.65,39602.65,39693.45,93229686,4416.04
08-APR-2024,39649.2,40025.3,39637.45,39951.25,76723151,3758.36
05-APR-2024,39534.55,39581.35,39157.4,39451.55,87414712,3840.8
04-APR-2024,40023.8,40099.25,39270.7,39530.35,143991001,6963.91
03-APR-2024,39679.8,39826.05,39562.35,39704.55,108175973,4560.63
02-APR-2024,39503.5,39807.25,39405.7,39693.75,104741179,4722.08
01-APR-2024,39322.55,39557.3,39227.85,39489.7,73743276,3479.97
