date,open,high,low,close,volume
2024-04-01,3897.7,3933.3,3888.05,3916.75,1569676
2024-04-02,3890.0,3909.85,3873.0,3883.8,2142666
2024-04-03,3851.0,3981.0,3851.0,3947.3,3973090
2024-04-04,3975.9,4028.65,3935.25,4003.3,3394637
2024-04-05,3978.0,4002.0,3960.5,3979.25,1636819
2024-04-08,3983.0,4032.65,3960.0,3972.55,2302538
2024-04-09,3984.0,4015.85,3925.05,3946.55,1876992
2024-04-10,3956.4,3990.2,3918.0,3984.65,2101965
2024-04-12,3971.0,4013.35,3945.5,4001.4,4354821
2024-04-15,4001.4,4064.2,3919.05,3941.2,4200329
2024-04-16,3902.0,3928.7,3862.85,3872.8,3051420
2024-04-18,3876.8,3936.0,3850.0,3862.0,3476284
2024-04-19,3838.0,3852.55,3800.9,3826.2,2957749
2024-04-22,3837.0,3878.0,3812.0,3864.6,1728883
2024-04-23,3877.05,3895.0,3860.6,3874.7,1807586
2024-04-24,3890.0,3898.0,3824.45,3831.05,1317312
2024-04-25,3811.2,3873.65,3811.0,3852.2,2856271
2024-04-26,3855.15,3876.8,3802.55,3821.35,2039178
2024-04-29,3838.0,3877.8,3819.2,3870.2,1110693
2024-04-30,3872.0,3881.75,3810.0,3820.65,2203078
2024-05-02,3778.05,3871.1,3778.05,3863.3,2491044
2024-05-03,3890.15,3893.6,3797.6,3843.4,2962234
2024-05-06,3853.0,3939.95,3853.0,3921.05,2053831
2024-05-07,3930.8,3988.0,3913.5,3978.95,2062112
2024-05-08,3961.0,3984.3,3938.6,3976.95,1247685
2024-05-09,3962.0,3971.0,3910.05,3960.2,1726486
2024-05-10,3962.6,3973.6,3885.05,3893.9,1672489
2024-05-13,3884.5,3955.0,3870.0,3947.8,931326
2024-05-14,3936.0,3945.8,3892.9,3901.2,1058317
2024-05-15,3904.5,3926.95,3875.5,3880.4,1115021
2024-05-16,3891.1,3909.5,3843.5,3900.95,2599399
2024-05-17,3919.0,3920.0,3830.0,3834.1,2765804
2024-05-18,3847.0,3861.9,3840.0,3851.45,91066
2024-05-21,3830.6,3844.75,3810.05,3820.2,1908117
2024-05-22,3835.0,3841.25,3817.55,3832.0,1311168
2024-05-23,3840.95,3905.0,3825.5,3893.45,2095742
2024-05-24,3878.25,3883.8,3844.3,3849.5,1309452
2024-05-27,3855.0,3908.35,3841.35,3847.05,1841538
2024-05-28,3858.0,3870.0,3830.0,3839.9,1801993
2024-05-29,3848.9,3848.9,3800.0,3803.65,1568095
2024-05-30,3777.0,3794.4,3715.45,3736.1,2919230
2024-05-31,3740.0,3749.8,3653.75,3670.95,10956800
2024-06-03,3732.8,3751.55,3696.0,3702.85,2156773
2024-06-04,3700.0,3745.0,3591.5,3715.0,3395997
2024-06-05,3716.0,3783.8,3700.0,3746.45,2799670
2024-06-06,3781.0,3839.9,3741.5,3830.4,4328036
2024-06-07,3837.3,3915.0,3837.3,3893.95,4552445
2024-06-10,3895.0,3905.9,3841.9,3858.7,1734661
2024-06-11,3845.0,3879.95,3841.0,3852.1,1419898
2024-06-12,3874.4,3893.5,3827.45,3831.65,2177001
2024-06-13,3856.8,3890.0,3852.0,3878.15,1932323
2024-06-14,3889.0,3889.0,3828.0,3832.05,1860730
2024-06-18,3826.05,3842.0,3795.05,3815.1,1774045
2024-06-19,3827.65,3833.85,3792.95,3801.7,1509050
2024-06-20,3796.0,3809.95,3780.05,3787.25,2846526
2024-06-21,3827.0,3877.8,3798.05,3810.75,4642195
2024-06-24,3808.75,3857.0,3791.3,3816.8,1702154
2024-06-25,3817.0,3847.65,3792.9,3838.45,1338808
2024-06-26,3844.5,3866.95,3841.0,3855.85,1639845
2024-06-27,3831.0,3942.0,3818.1,3934.15,4526556
2024-06-28,3917.8,3960.0,3897.85,3904.15,2731571
2024-07-01,3884.0,4001.7,3884.0,3978.2,2658723
2024-07-02,3993.6,4023.4,3982.55,4017.4,2307449
2024-07-03,4020.0,4026.1,3955.0,3965.25,1821198
2024-07-04,3999.85,4047.35,3982.1,4020.95,2518001
2024-07-05,4010.0,4026.75,3988.0,4011.8,1668616
2024-07-08,4022.0,4031.25,3978.05,3993.2,1758882
2024-07-09,3985.0,4006.95,3975.1,3985.5,1305801
2024-07-10,3983.7,4003.3,3902.0,3909.15,2669716
2024-07-11,3931.0,3980.0,3895.6,3923.7,4872189
2024-07-12,3980.0,4199.95,3971.3,4183.95,13509164
2024-07-15,4235.7,4240.0,4157.05,4169.2,4848030
