date,open,high,low,close,volume
2023-04-03,105.1,105.25,103.8,104.1,21840428
2023-04-05,104.1,105.0,103.2,104.85,25194802
2023-04-06,104.85,105.1,104.2,104.35,21053782
2023-04-10,104.5,105.75,104.5,104.95,19992257
2023-04-11,105.55,107.85,105.1,107.55,49304956
2023-04-12,108.2,108.4,106.95,107.6,27349538
2023-04-13,107.5,108.15,105.9,107.5,34880922
2023-04-17,107.6,108.3,106.75,107.15,24642162
2023-04-18,107.2,107.9,106.85,107.6,25476339
2023-04-19,107.85,110.4,107.75,108.1,62100775
2023-04-20,108.2,108.7,107.4,108.0,18337948
2023-04-21,108.0,108.1,105.35,106.15,37638506
2023-04-24,106.4,106.7,105.35,106.5,23475012
2023-04-25,106.7,107.6,106.25,107.05,23333425
2023-04-26,106.5,107.05,105.85,106.85,23590297
2023-04-27,106.3,107.85,106.3,107.65,22364308
2023-04-28,107.8,108.5,107.3,107.95,30072920
2023-05-02,108.0,110.85,108.0,110.3,52822162
2023-05-03,109.8,111.0,108.75,109.7,51272624
2023-05-04,110.0,111.9,109.5,111.05,38636907
2023-05-05,110.85,110.85,108.4,108.65,32958346
2023-05-08,109.25,109.85,108.25,109.55,23130472
2023-05-09,109.6,111.2,109.15,109.55,27999202
2023-05-10,109.6,110.0,108.6,109.25,19213215
2023-05-11,109.2,109.5,108.25,108.55,19817637
2023-05-12,108.35,108.4,106.55,106.75,36794838
2023-05-15,107.05,108.2,105.65,107.7,22148028
2023-05-16,108.2,108.65,107.2,107.4,18587658
2023-05-17,107.4,107.5,105.55,106.0,28895465
2023-05-18,106.5,107.15,105.1,105.2,24208481
2023-05-19,105.6,105.7,104.05,104.65,29848841
2023-05-22,105.0,105.25,104.3,105.0,21588716
2023-05-23,105.1,106.05,105.0,105.6,21304034
2023-05-24,105.1,105.8,104.9,105.2,28454367
2023-05-25,105.0,105.2,104.3,104.85,25885062
2023-05-26,105.0,106.75,104.95,106.4,28362042
2023-05-29,107.0,108.85,106.3,108.45,41062311
2023-05-30,108.95,108.95,106.9,107.05,33475211
2023-05-31,106.4,106.95,105.6,105.8,41249944
2023-06-01,105.9,106.7,105.8,105.95,21211538
2023-06-02,106.5,108.3,106.5,108.0,46686933
2023-06-05,108.65,109.9,107.8,109.4,39642539
