date,open,high,low,close,volume
2024-04-01,1525.0,1529.95,1492.8,1495.45,6580002
2024-04-02,1484.85,1493.15,1480.85,1482.85,7279400
2024-04-03,1479.0,1495.1,1475.0,1480.65,8736248
2024-04-04,1490.55,1495.65,1468.0,1486.7,11186915
2024-04-05,1480.05,1486.7,1476.05,1479.1,5072482
2024-04-08,1483.0,1490.95,1474.1,1476.7,6610887
2024-04-09,1490.0,1513.8,1487.3,1494.85,9423230
2024-04-10,1500.35,1509.85,1484.55,1506.8,6744595
2024-04-12,1504.0,1506.8,1479.5,1484.75,12275616
2024-04-15,1480.0,1491.95,1461.05,1468.15,8531224
2024-04-16,1451.0,1455.15,1413.05,1414.45,16173541
2024-04-18,1421.1,1444.7,1407.5,1419.25,22107945
2024-04-19,1385.0,1426.85,1378.75,1411.25,20603621
2024-04-22,1419.9,1436.85,1413.05,1432.75,5859087
2024-04-23,1443.0,1446.85,1433.0,1442.4,4856174
2024-04-24,1444.3,1444.3,1427.05,1430.75,4268213
2024-04-25,1420.0,1444.9,1420.0,1438.45,9089398
2024-04-26,1439.7,1445.4,1427.0,1430.25,8062444
2024-04-29,1429.95,1439.8,1428.25,1434.75,5055957
2024-04-30,1434.7,1436.55,1417.55,1420.55,6936588
2024-05-02,1413.0,1424.0,1411.85,1414.45,10076354
2024-05-03,1422.1,1424.8,1403.2,1416.3,8842345
2024-05-06,1420.0,1445.7,1417.1,1425.9,6445422
2024-05-07,1424.95,1443.35,1415.6,1440.95,6080661
2024-05-08,1435.25,1439.75,1425.6,1427.3,6234983
2024-05-09,1427.55,1449.95,1424.85,1439.55,6088406
2024-05-10,1435.05,1435.95,1413.0,1424.9,8777481
2024-05-13,1425.0,1425.0,1411.2,1423.45,3735954
2024-05-14,1426.4,1433.75,1418.05,1424.7,3463230
2024-05-15,1426.0,1431.8,1418.55,1419.95,4327544
2024-05-16,1433.95,1455.75,1427.0,1453.35,9249145
2024-05-17,1457.0,1457.0,1439.25,1444.3,7542860
2024-05-18,1445.0,1450.0,1442.0,1443.65,318277
2024-05-21,1430.0,1444.7,1428.4,1434.15,6752663
2024-05-22,1428.75,1459.95,1428.0,1454.8,7173285
2024-05-23,1454.7,1478.15,1450.0,1472.4,8641428
2024-05-24,1468.25,1475.5,1460.0,1465.1,5277938
2024-05-27,1471.85,1479.6,1460.25,1471.35,5821844
2024-05-28,1475.5,1476.0,1460.3,1467.05,6186922
2024-05-29,1465.4,1465.5,1450.0,1450.95,7401634
2024-05-30,1442.8,1449.85,1421.55,1427.45,9663150
2024-05-31,1409.8,1436.75,1400.0,1406.9,37113815
2024-06-03,1440.0,1440.0,1404.0,1405.9,10589244
2024-06-04,1409.0,1415.0,1358.35,1393.65,13736134
2024-06-05,1400.15,1438.0,1400.15,1430.1,9233424
2024-06-06,1444.95,1474.3,1437.5,1472.25,12660930
2024-06-07,1481.0,1539.7,1477.25,1533.6,24075302
2024-06-10,1525.3,1529.8,1497.3,1499.75,6810606
2024-06-11,1500.05,1506.45,1493.95,1495.75,4853054
2024-06-12,1507.0,1508.75,1482.75,1485.2,9564320
2024-06-13,1495.0,1505.0,1489.35,1493.95,7307565
2024-06-14,1503.7,1503.7,1486.05,1488.9,4237727
2024-06-18,1497.0,1507.0,1495.4,1498.2,5420939
2024-06-19,1505.0,1515.65,1496.7,1511.35,5493456
2024-06-20,1516.3,1517.5,1499.1,1515.4,7927010
