date,open,high,low,close,volume
2024-04-01,1549.0,1569.0,1548.0,1556.7,1014857
2024-04-02,1559.0,1565.0,1525.1,1528.3,2031775
2024-04-03,1525.35,1558.45,1518.0,1535.85,3343884
2024-04-04,1540.8,1552.5,1518.7,1539.65,3388449
2024-04-05,1542.45,1547.7,1523.8,1545.25,2773570
2024-04-08,1554.0,1554.0,1537.65,1540.05,1820136
2024-04-09,1540.0,1561.8,1534.55,1540.5,2432095
2024-04-10,1541.05,1552.15,1536.2,1539.15,1829986
2024-04-12,1537.0,1542.95,1516.2,1521.5,4319991
2024-04-15,1507.1,1530.5,1494.0,1505.05,3295684
2024-04-16,1486.35,1501.6,1467.3,1477.3,2446933
2024-04-18,1477.05,1480.9,1452.1,1466.85,5180223
2024-04-19,1442.0,1455.5,1435.0,1447.5,5219506
2024-04-22,1452.2,1473.3,1450.5,1465.9,1939632
2024-04-23,1474.9,1501.45,1471.1,1486.65,2783858
2024-04-24,1490.0,1496.95,1476.3,1479.25,1321471
2024-04-25,1479.95,1515.05,1479.95,1504.15,4558032
2024-04-26,1516.85,1531.45,1464.95,1473.85,4328477
2024-04-29,1415.0,1436.0,1381.0,1387.4,11493223
2024-04-30,1376.4,1397.9,1362.45,1366.6,7606726
2024-05-02,1358.0,1377.9,1358.0,1360.7,6555505
2024-05-03,1370.0,1370.0,1333.55,1348.05,5964228
2024-05-06,1358.0,1365.0,1348.5,1358.8,2504082
2024-05-07,1347.95,1348.9,1326.15,1330.95,5096525
2024-05-08,1330.95,1334.0,1307.3,1313.65,6832455
2024-05-09,1315.0,1339.0,1314.5,1320.05,5653762
2024-05-10,1320.1,1322.9,1303.6,1316.2,3357203
2024-05-13,1316.2,1321.9,1301.65,1312.9,2316566
2024-05-14,1322.0,1326.95,1308.7,1321.05,3200462
2024-05-15,1319.25,1340.3,1318.25,1332.9,2975965
2024-05-16,1345.0,1357.8,1328.5,1348.15,5055915
2024-05-17,1351.0,1351.0,1330.2,1333.2,2487831
2024-05-18,1335.05,1340.0,1333.05,1338.9,107491
2024-05-21,1314.0,1349.85,1314.0,1341.9,4966721
2024-05-22,1348.95,1352.9,1340.0,1343.05,2390777
2024-05-23,1346.65,1358.45,1338.0,1353.55,3326149
2024-05-24,1360.0,1360.0,1340.85,1345.2,1769966
2024-05-27,1351.0,1359.6,1338.0,1353.3,1942325
2024-05-28,1357.85,1363.3,1345.6,1358.4,2147233
2024-05-29,1366.0,1366.6,1346.95,1353.1,3845920
2024-05-30,1346.0,1351.55,1325.1,1331.85,4150461
2024-05-31,1331.85,1340.9,1315.75,1324.1,10319045
2024-06-03,1350.55,1354.75,1309.85,1314.45,5384064
2024-06-04,1325.0,1325.0,1235.0,1303.55,5447244
2024-06-05,1320.0,1356.9,1316.1,1343.7,3005139
2024-06-06,1354.0,1399.8,1350.9,1397.5,5936709
2024-06-07,1407.0,1438.65,1398.0,1431.5,5884025
2024-06-10,1440.0,1442.0,1397.5,1418.75,3293739
2024-06-11,1425.0,1437.95,1415.4,1428.8,2269082
2024-06-12,1472.0,1472.0,1434.5,1438.75,5990861
2024-06-13,1447.75,1457.7,1437.1,1444.15,4232861
2024-06-14,1444.15,1446.0,1424.4,1431.05,3065114
2024-06-18,1431.05,1439.75,1427.05,1437.2,2223029
2024-06-19,1440.05,1451.9,1430.3,1445.85,3117522
2024-06-20,1448.95,1448.95,1429.55,1443.45,3163919
2024-06-21,1462.0,1481.95,1439.2,1447.85,6489262
2024-06-24,1437.85,1443.95,1426.6,1440.85,1988692
2024-06-25,1440.95,1450.1,1426.45,1447.95,2079037
2024-06-26,1447.95,1453.3,1438.2,1443.7,1917424
2024-06-27,1435.0,1460.55,1423.5,1454.9,6613193
2024-06-28,1468.0,1468.7,1442.0,1459.6,4943575
2024-07-01,1465.0,1478.6,1455.0,1468.85,3723295
2024-07-02,1475.0,1492.45,1473.0,1480.8,3811366
2024-07-03,1489.0,1489.0,1471.2,1481.0,2070876
2024-07-04,1485.0,1534.55,1485.0,1522.35,6822557
2024-07-05,1523.0,1529.25,1505.55,1519.4,3061687
